rocket,length,stars,reward,tier,rarity,count,seen,prop
henerprise,short,0,clarity_stone_fragment,T1,common,36215,588,0.016236366146624326
henerprise,short,0,quantum_stone_fragment,T1,common,36215,84,0.0023194808780891895
henerprise,short,0,prophecy_stone_fragment,T1,common,36215,648,0.01789313820240232
henerprise,short,0,dilithium_stone_fragment,T1,common,36215,167,0.004611348888582079
henerprise,short,5,life_stone,T1,common,249262,846,0.003394019144514607
henerprise,short,5,soul_stone,T1,common,249262,500,0.0020059214802095786
henerprise,short,5,soul_stone,T2,common,249262,2,8.023685920838314e-06
henerprise,short,5,lunar_stone,T2,common,249262,797,0.0031974388394540683
henerprise,short,5,lunar_totem,T3,common,249262,4749,0.01905224221903058
henerprise,short,5,lunar_totem,T3,rare,249262,243,0.0009748778393818552
henerprise,short,5,lunar_totem,T4,common,249262,1182,0.004741998379215444
henerprise,short,5,lunar_totem,T4,rare,249262,38,0.00015245003249592798
henerprise,short,5,lunar_totem,T4,epic,249262,3,1.2035528881257473e-05
henerprise,short,5,puzzle_cube,T3,common,249262,6045,0.024251590695733807
henerprise,short,5,puzzle_cube,T3,rare,249262,656,0.0026317689820349673
henerprise,short,5,shell_stone,T2,common,249262,661,0.002651828196837063
henerprise,short,5,terra_stone,T2,common,249262,206,0.0008264396498463464
henerprise,short,5,terra_stone,T1,common,249262,501,0.002009933323169998
henerprise,short,5,the_chalice,T1,common,249262,5615,0.022526498222753568
henerprise,short,5,the_chalice,T2,common,249262,7188,0.028837127199492902
henerprise,short,5,the_chalice,T2,epic,249262,87,0.0003490303375564667
henerprise,short,5,the_chalice,T3,common,249262,950,0.0038112508123981995
henerprise,short,5,the_chalice,T3,epic,249262,14,5.61658014458682e-05
henerprise,short,5,the_chalice,T3,rare,249262,109,0.00043729088268568817
henerprise,short,5,beak_of_midas,T2,common,249262,5620,0.022546557437555664
henerprise,short,5,beak_of_midas,T3,common,249262,2299,0.009223226966003643
henerprise,short,5,beak_of_midas,T3,rare,249262,202,0.0008103922780046698
henerprise,short,5,book_of_basan,T1,common,249262,1329,0.00533173929439706
henerprise,short,5,clarity_stone,T1,common,249262,111,0.0004453145686065265
henerprise,short,5,mercurys_lens,T2,common,249262,6383,0.025607593616355482
henerprise,short,5,mercurys_lens,T2,rare,249262,646,0.0025916505524307756
henerprise,short,5,mercurys_lens,T3,common,249262,977,0.003919570572329517
henerprise,short,5,mercurys_lens,T3,rare,249262,91,0.0003650777093981433
henerprise,short,5,ornate_gusset,T2,common,249262,5068,0.02033202012340429
henerprise,short,5,ornate_gusset,T2,epic,249262,49,0.0001965803050605387
henerprise,short,5,ornate_gusset,T3,common,249262,1148,0.004605595718561193
henerprise,short,5,ornate_gusset,T3,rare,249262,131,0.0005255514278149097
henerprise,short,5,quantum_stone,T2,common,249262,330,0.001323908176938322
henerprise,short,5,quantum_stone,T1,common,249262,644,0.0025836268665099375
henerprise,short,5,tachyon_stone,T2,common,249262,671,0.0026919466264412545
henerprise,short,5,tungsten_ankh,T2,common,249262,4307,0.01727900763052531
henerprise,short,5,tungsten_ankh,T2,rare,249262,151,0.0006057882870232927
henerprise,short,5,tungsten_ankh,T3,common,249262,1964,0.007879259574263225
henerprise,short,5,tungsten_ankh,T3,rare,249262,179,0.0007181198899150292
henerprise,short,5,tungsten_ankh,T3,legendary,249262,3,1.2035528881257473e-05
henerprise,short,5,gold_meteorite,T2,common,249262,25914,0.10396289847630204
henerprise,short,5,prophecy_stone,T1,common,249262,33,0.00013239081769383218
henerprise,short,5,solar_titanium,T2,common,249262,15850,0.06358771092264365
henerprise,short,5,tau_ceti_geode,T2,common,249262,3117,0.012504914507626513
henerprise,short,5,aurelian_brooch,T2,common,249262,1286,0.005159230047099036
henerprise,short,5,aurelian_brooch,T3,common,249262,6729,0.02699569128066051
henerprise,short,5,aurelian_brooch,T3,rare,249262,680,0.002728053213085027
henerprise,short,5,aurelian_brooch,T3,epic,249262,54,0.0002166395198626345
henerprise,short,5,dilithium_stone,T1,common,249262,596,0.002391058404409818
henerprise,short,5,phoenix_feather,T1,common,249262,8301,0.03330230841443942
henerprise,short,5,phoenix_feather,T2,common,249262,5005,0.020079274016897884
henerprise,short,5,carved_rainstick,T2,common,249262,7390,0.029647519477497573
henerprise,short,5,carved_rainstick,T1,common,249262,4174,0.016745432516789564
henerprise,short,5,carved_rainstick,T3,common,249262,253,0.0010149962689860468
henerprise,short,5,ship_in_a_bottle,T1,common,249262,14636,0.05871733356869479
henerprise,short,5,ship_in_a_bottle,T2,common,249262,384,0.0015405476968009565
henerprise,short,5,demeters_necklace,T3,common,249262,6492,0.02604488449904117
henerprise,short,5,demeters_necklace,T3,rare,249262,333,0.0013359437058195795
henerprise,short,5,demeters_necklace,T3,epic,249262,69,0.00027681716426892187
henerprise,short,5,demeters_necklace,T4,common,249262,162,0.0006499185595879034
henerprise,short,5,demeters_necklace,T4,rare,249262,5,2.0059214802095787e-05
henerprise,short,5,dilithium_monocle,T1,common,249262,10963,0.043981834375075225
henerprise,short,5,dilithium_monocle,T2,common,249262,2082,0.008352657043592686
henerprise,short,5,light_of_eggendil,T1,common,249262,964,0.003867416613844068
henerprise,short,5,quantum_metronome,T1,common,249262,10128,0.040631945503125225
henerprise,short,5,quantum_metronome,T2,common,249262,4065,0.016308141634103875
henerprise,short,5,quantum_metronome,T2,rare,249262,272,0.0010912212852340107
henerprise,short,5,tachyon_deflector,T1,common,249262,2710,0.010872094422735916
henerprise,short,5,tachyon_deflector,T2,common,249262,6,2.4071057762514946e-05
henerprise,short,5,titanium_actuator,T2,common,249262,1638,0.006571398769166579
henerprise,short,5,titanium_actuator,T1,common,249262,11384,0.045670820261411685
henerprise,short,5,vial_martian_dust,T2,common,249262,3612,0.014490776773033997
henerprise,short,5,vial_martian_dust,T2,rare,249262,338,0.0013560029206216753
henerprise,short,5,vial_martian_dust,T3,common,249262,1744,0.006996654122971011
henerprise,short,5,vial_martian_dust,T3,epic,249262,11,4.413027256461073e-05
henerprise,short,5,life_stone_fragment,T1,common,249262,1342,0.005383893252882509
henerprise,short,5,neodymium_medallion,T2,common,249262,4192,0.01681764569007711
henerprise,short,5,neodymium_medallion,T2,rare,249262,342,0.0013720502924633518
henerprise,short,5,neodymium_medallion,T3,common,249262,5024,0.020155499033145848
henerprise,short,5,neodymium_medallion,T3,epic,249262,35,0.0001404145036146705
henerprise,short,5,soul_stone_fragment,T1,common,249262,772,0.0030971427654435894
henerprise,short,5,interstellar_compass,T2,common,249262,7145,0.02866461795219488
henerprise,short,5,interstellar_compass,T1,common,249262,4691,0.01881955532732627
henerprise,short,5,interstellar_compass,T3,common,249262,307,0.0012316357888486813
henerprise,short,5,interstellar_compass,T3,rare,249262,35,0.0001404145036146705
henerprise,short,5,terra_stone_fragment,T1,common,249262,1175,0.00471391547849251
henerprise,short,5,clarity_stone_fragment,T1,common,249262,4216,0.01691392992112717
henerprise,short,5,quantum_stone_fragment,T1,common,249262,632,0.0025354847509849072
henerprise,short,5,prophecy_stone_fragment,T1,common,249262,4214,0.01690590623520633
henerprise,short,5,dilithium_stone_fragment,T1,common,249262,1065,0.004272612752846403
henerprise,standard,5,life_stone,T1,common,18168,64,0.0035226772346983706
henerprise,standard,5,life_stone,T2,common,18168,7,0.0003852928225451343
henerprise,standard,5,soul_stone,T2,common,18168,15,0.0008256274768824307
henerprise,standard,5,soul_stone,T1,common,18168,49,0.00269704975781594
henerprise,standard,5,lunar_stone,T2,common,18168,73,0.0040180537208278294
henerprise,standard,5,lunar_totem,T3,common,18168,196,0.01078819903126376
henerprise,standard,5,lunar_totem,T3,rare,18168,7,0.0003852928225451343
henerprise,standard,5,lunar_totem,T4,common,18168,248,0.013650374284456186
henerprise,standard,5,lunar_totem,T4,rare,18168,17,0.0009357111404667548
henerprise,standard,5,puzzle_cube,T3,rare,18168,40,0.002201673271686482
henerprise,standard,5,puzzle_cube,T3,common,18168,388,0.02135623073535887
henerprise,standard,5,puzzle_cube,T4,common,18168,1,5.504183179216204e-05
henerprise,standard,5,shell_stone,T2,common,18168,123,0.006770145310435931
henerprise,standard,5,terra_stone,T1,common,18168,41,0.002256715103478644
henerprise,standard,5,terra_stone,T2,common,18168,76,0.004183179216204315
henerprise,standard,5,the_chalice,T1,common,18168,201,0.01106340819022457
henerprise,standard,5,the_chalice,T2,common,18168,331,0.018218846323205636
henerprise,standard,5,the_chalice,T2,epic,18168,3,0.00016512549537648613
henerprise,standard,5,the_chalice,T3,rare,18168,32,0.0017613386173491853
henerprise,standard,5,the_chalice,T3,common,18168,246,0.013540290620871863
henerprise,standard,5,the_chalice,T3,epic,18168,2,0.00011008366358432408
henerprise,standard,5,beak_of_midas,T3,common,18168,350,0.019264641127256715
henerprise,standard,5,beak_of_midas,T3,rare,18168,34,0.0018714222809335095
henerprise,standard,5,beak_of_midas,T2,common,18168,247,0.013595332452664024
henerprise,standard,5,beak_of_midas,T4,common,18168,2,0.00011008366358432408
henerprise,standard,5,book_of_basan,T1,common,18168,243,0.013375165125495376
henerprise,standard,5,book_of_basan,T2,common,18168,13,0.0007155438132981066
henerprise,standard,5,clarity_stone,T1,common,18168,50,0.0027520915896081023
henerprise,standard,5,mercurys_lens,T3,common,18168,227,0.012494495816820784
henerprise,standard,5,mercurys_lens,T3,rare,18168,25,0.0013760457948040511
henerprise,standard,5,mercurys_lens,T2,common,18168,264,0.01453104359313078
henerprise,standard,5,mercurys_lens,T2,rare,18168,29,0.0015962131219726993
henerprise,standard,5,ornate_gusset,T3,common,18168,243,0.013375165125495376
henerprise,standard,5,ornate_gusset,T3,rare,18168,23,0.001265962131219727
henerprise,standard,5,ornate_gusset,T2,common,18168,214,0.011778952003522677
henerprise,standard,5,ornate_gusset,T2,epic,18168,1,5.504183179216204e-05
henerprise,standard,5,quantum_stone,T1,common,18168,58,0.0031924262439453985
henerprise,standard,5,quantum_stone,T2,common,18168,78,0.0042932628797886395
henerprise,standard,5,tachyon_stone,T2,common,18168,85,0.004678555702333774
henerprise,standard,5,tungsten_ankh,T3,common,18168,300,0.016512549537648614
henerprise,standard,5,tungsten_ankh,T3,rare,18168,35,0.0019264641127256716
henerprise,standard,5,tungsten_ankh,T2,common,18168,186,0.01023778071334214
henerprise,standard,5,tungsten_ankh,T2,rare,18168,6,0.00033025099075297226
henerprise,standard,5,gold_meteorite,T2,common,18168,1765,0.09714883311316601
henerprise,standard,5,prophecy_stone,T1,common,18168,22,0.0012109202994275649
henerprise,standard,5,solar_titanium,T2,common,18168,1084,0.05966534566270366
henerprise,standard,5,tau_ceti_geode,T2,common,18168,688,0.03786878027300748
henerprise,standard,5,aurelian_brooch,T3,common,18168,399,0.021961690885072657
henerprise,standard,5,aurelian_brooch,T3,epic,18168,10,0.0005504183179216205
henerprise,standard,5,aurelian_brooch,T3,rare,18168,62,0.0034125935711140465
henerprise,standard,5,aurelian_brooch,T4,common,18168,48,0.002642007926023778
henerprise,standard,5,aurelian_brooch,T4,rare,18168,2,0.00011008366358432408
henerprise,standard,5,dilithium_stone,T1,common,18168,96,0.005284015852047556
henerprise,standard,5,dilithium_stone,T2,common,18168,6,0.00033025099075297226
henerprise,standard,5,phoenix_feather,T2,common,18168,436,0.02399823866138265
henerprise,standard,5,phoenix_feather,T3,common,18168,77,0.004238221047996477
henerprise,standard,5,phoenix_feather,T3,rare,18168,16,0.0008806693086745927
henerprise,standard,5,phoenix_feather,T1,common,18168,360,0.019815059445178335
henerprise,standard,5,carved_rainstick,T3,common,18168,148,0.008146191105239982
henerprise,standard,5,carved_rainstick,T1,common,18168,144,0.007926023778071334
henerprise,standard,5,carved_rainstick,T2,common,18168,343,0.01887934830471158
henerprise,standard,5,ship_in_a_bottle,T1,common,18168,711,0.039134742404227214
henerprise,standard,5,ship_in_a_bottle,T2,common,18168,146,0.008036107441655659
henerprise,standard,5,demeters_necklace,T3,rare,18168,21,0.001155878467635403
henerprise,standard,5,demeters_necklace,T3,common,18168,267,0.014696169088507266
henerprise,standard,5,demeters_necklace,T3,epic,18168,6,0.00033025099075297226
henerprise,standard,5,demeters_necklace,T4,common,18168,127,0.00699031263760458
henerprise,standard,5,demeters_necklace,T4,epic,18168,2,0.00011008366358432408
henerprise,standard,5,demeters_necklace,T4,rare,18168,2,0.00011008366358432408
henerprise,standard,5,dilithium_monocle,T1,common,18168,475,0.02614487010127697
henerprise,standard,5,dilithium_monocle,T2,common,18168,343,0.01887934830471158
henerprise,standard,5,dilithium_monocle,T3,common,18168,4,0.00022016732716864817
henerprise,standard,5,light_of_eggendil,T1,common,18168,232,0.012769704975781594
henerprise,standard,5,light_of_eggendil,T2,common,18168,17,0.0009357111404667548
henerprise,standard,5,light_of_eggendil,T2,rare,18168,1,5.504183179216204e-05
henerprise,standard,5,quantum_metronome,T1,common,18168,404,0.022236900044033465
henerprise,standard,5,quantum_metronome,T2,common,18168,424,0.023337736679876705
henerprise,standard,5,quantum_metronome,T2,rare,18168,39,0.0021466314398943197
henerprise,standard,5,quantum_metronome,T3,common,18168,15,0.0008256274768824307
henerprise,standard,5,quantum_metronome,T3,rare,18168,3,0.00016512549537648613
henerprise,standard,5,quantum_metronome,T3,epic,18168,1,5.504183179216204e-05
henerprise,standard,5,tachyon_deflector,T1,common,18168,572,0.03148392778511669
henerprise,standard,5,tachyon_deflector,T2,common,18168,47,0.002586966094231616
henerprise,standard,5,titanium_actuator,T2,common,18168,272,0.014971378247468076
henerprise,standard,5,titanium_actuator,T1,common,18168,497,0.027355790400704537
henerprise,standard,5,titanium_actuator,T3,common,18168,1,5.504183179216204e-05
henerprise,standard,5,vial_martian_dust,T2,common,18168,161,0.008861734918538089
henerprise,standard,5,vial_martian_dust,T2,rare,18168,21,0.001155878467635403
henerprise,standard,5,vial_martian_dust,T3,common,18168,280,0.015411712901805373
henerprise,standard,5,vial_martian_dust,T3,epic,18168,2,0.00011008366358432408
henerprise,standard,5,life_stone_fragment,T1,common,18168,105,0.0057793923381770146
henerprise,standard,5,neodymium_medallion,T2,common,18168,174,0.009577278731836196
henerprise,standard,5,neodymium_medallion,T2,rare,18168,23,0.001265962131219727
henerprise,standard,5,neodymium_medallion,T3,common,18168,422,0.02322765301629238
henerprise,standard,5,neodymium_medallion,T3,epic,18168,7,0.0003852928225451343
henerprise,standard,5,neodymium_medallion,T4,common,18168,51,0.0028071334214002644
henerprise,standard,5,neodymium_medallion,T4,rare,18168,1,5.504183179216204e-05
henerprise,standard,5,neodymium_medallion,T4,epic,18168,2,0.00011008366358432408
henerprise,standard,5,interstellar_compass,T1,common,18168,189,0.010402906208718626
henerprise,standard,5,interstellar_compass,T2,common,18168,318,0.01750330250990753
henerprise,standard,5,interstellar_compass,T3,common,18168,135,0.0074306472919418755
henerprise,standard,5,interstellar_compass,T3,rare,18168,20,0.001100836635843241
henerprise,standard,5,terra_stone_fragment,T1,common,18168,97,0.005339057683839718
henerprise,standard,5,clarity_stone_fragment,T1,common,18168,429,0.023612945838837517
henerprise,standard,5,prophecy_stone_fragment,T1,common,18168,460,0.02531924262439454
henerprise,standard,5,dilithium_stone_fragment,T1,common,18168,63,0.0034676354029062086
henerprise,standard,4,life_stone,T1,common,7974,27,0.003386004514672686
henerprise,standard,4,life_stone,T2,common,7974,5,0.0006270378730875344
henerprise,standard,4,soul_stone,T1,common,7974,18,0.002257336343115124
henerprise,standard,4,soul_stone,T2,common,7974,4,0.0005016302984700275
henerprise,standard,4,lunar_stone,T2,common,7974,46,0.005768748432405317
henerprise,standard,4,lunar_totem,T4,common,7974,111,0.013920240782543265
henerprise,standard,4,lunar_totem,T4,rare,7974,2,0.00025081514923501377
henerprise,standard,4,lunar_totem,T4,epic,7974,1,0.00012540757461750688
henerprise,standard,4,lunar_totem,T3,common,7974,80,0.010032605969400551
henerprise,standard,4,lunar_totem,T3,rare,7974,5,0.0006270378730875344
henerprise,standard,4,puzzle_cube,T3,common,7974,177,0.02219714070729872
henerprise,standard,4,puzzle_cube,T3,rare,7974,29,0.0036368196639077
henerprise,standard,4,puzzle_cube,T4,common,7974,2,0.00025081514923501377
henerprise,standard,4,shell_stone,T2,common,7974,42,0.005267118133935289
henerprise,standard,4,terra_stone,T2,common,7974,25,0.0031351893654376723
henerprise,standard,4,terra_stone,T1,common,7974,15,0.0018811136192626034
henerprise,standard,4,the_chalice,T3,common,7974,97,0.012164534737898169
henerprise,standard,4,the_chalice,T3,rare,7974,11,0.0013794833207925758
henerprise,standard,4,the_chalice,T3,epic,7974,1,0.00012540757461750688
henerprise,standard,4,the_chalice,T2,common,7974,128,0.01605216955104088
henerprise,standard,4,the_chalice,T2,epic,7974,7,0.0008778530223225483
henerprise,standard,4,the_chalice,T1,common,7974,104,0.013042387760220717
henerprise,standard,4,beak_of_midas,T3,rare,7974,22,0.0027589666415851516
henerprise,standard,4,beak_of_midas,T3,common,7974,149,0.01868572861800853
henerprise,standard,4,beak_of_midas,T2,common,7974,116,0.0145472786556308
henerprise,standard,4,book_of_basan,T1,common,7974,108,0.013544018058690745
henerprise,standard,4,book_of_basan,T2,common,7974,7,0.0008778530223225483
henerprise,standard,4,clarity_stone,T1,common,7974,18,0.002257336343115124
henerprise,standard,4,mercurys_lens,T2,common,7974,120,0.015048908954100828
henerprise,standard,4,mercurys_lens,T2,rare,7974,18,0.002257336343115124
henerprise,standard,4,mercurys_lens,T3,common,7974,102,0.012791572610985704
henerprise,standard,4,mercurys_lens,T3,rare,7974,9,0.001128668171557562
henerprise,standard,4,ornate_gusset,T2,common,7974,91,0.011412089290193128
henerprise,standard,4,ornate_gusset,T2,epic,7974,4,0.0005016302984700275
henerprise,standard,4,ornate_gusset,T3,common,7974,100,0.01254075746175069
henerprise,standard,4,ornate_gusset,T3,rare,7974,11,0.0013794833207925758
henerprise,standard,4,quantum_stone,T2,common,7974,40,0.005016302984700276
henerprise,standard,4,quantum_stone,T1,common,7974,13,0.0016302984700275896
henerprise,standard,4,tachyon_stone,T2,common,7974,53,0.006646601454727866
henerprise,standard,4,tungsten_ankh,T3,common,7974,132,0.01655379984951091
henerprise,standard,4,tungsten_ankh,T3,rare,7974,21,0.0026335590669676447
henerprise,standard,4,tungsten_ankh,T2,common,7974,88,0.011035866566340606
henerprise,standard,4,tungsten_ankh,T2,rare,7974,3,0.0003762227238525207
henerprise,standard,4,gold_meteorite,T2,common,7974,767,0.0961876097316278
henerprise,standard,4,prophecy_stone,T1,common,7974,10,0.001254075746175069
henerprise,standard,4,solar_titanium,T2,common,7974,422,0.05292199648858791
henerprise,standard,4,tau_ceti_geode,T2,common,7974,249,0.031226486079759218
henerprise,standard,4,aurelian_brooch,T3,common,7974,174,0.0218209179834462
henerprise,standard,4,aurelian_brooch,T3,epic,7974,7,0.0008778530223225483
henerprise,standard,4,aurelian_brooch,T3,rare,7974,21,0.0026335590669676447
henerprise,standard,4,aurelian_brooch,T4,common,7974,22,0.0027589666415851516
henerprise,standard,4,aurelian_brooch,T4,rare,7974,1,0.00012540757461750688
henerprise,standard,4,dilithium_stone,T1,common,7974,44,0.005517933283170303
henerprise,standard,4,phoenix_feather,T2,common,7974,192,0.024078254326561323
henerprise,standard,4,phoenix_feather,T1,common,7974,155,0.01943817406571357
henerprise,standard,4,phoenix_feather,T3,common,7974,42,0.005267118133935289
henerprise,standard,4,phoenix_feather,T3,rare,7974,5,0.0006270378730875344
henerprise,standard,4,carved_rainstick,T2,common,7974,181,0.02269877100576875
henerprise,standard,4,carved_rainstick,T3,common,7974,49,0.006144971156257838
henerprise,standard,4,carved_rainstick,T1,common,7974,65,0.008151492350137948
henerprise,standard,4,ship_in_a_bottle,T1,common,7974,306,0.03837471783295711
henerprise,standard,4,ship_in_a_bottle,T2,common,7974,78,0.009781790820165538
henerprise,standard,4,demeters_necklace,T3,common,7974,141,0.017682468021068473
henerprise,standard,4,demeters_necklace,T3,rare,7974,5,0.0006270378730875344
henerprise,standard,4,demeters_necklace,T3,epic,7974,3,0.0003762227238525207
henerprise,standard,4,demeters_necklace,T4,common,7974,53,0.006646601454727866
henerprise,standard,4,demeters_necklace,T4,rare,7974,5,0.0006270378730875344
henerprise,standard,4,demeters_necklace,T4,epic,7974,1,0.00012540757461750688
henerprise,standard,4,dilithium_monocle,T1,common,7974,187,0.02345121645347379
henerprise,standard,4,dilithium_monocle,T2,common,7974,151,0.018936543767243543
henerprise,standard,4,dilithium_monocle,T3,common,7974,2,0.00025081514923501377
henerprise,standard,4,light_of_eggendil,T1,common,7974,86,0.010785051417105593
henerprise,standard,4,light_of_eggendil,T2,common,7974,8,0.001003260596940055
henerprise,standard,4,light_of_eggendil,T2,rare,7974,1,0.00012540757461750688
henerprise,standard,4,quantum_metronome,T2,rare,7974,20,0.002508151492350138
henerprise,standard,4,quantum_metronome,T2,common,7974,192,0.024078254326561323
henerprise,standard,4,quantum_metronome,T3,common,7974,7,0.0008778530223225483
henerprise,standard,4,quantum_metronome,T3,rare,7974,1,0.00012540757461750688
henerprise,standard,4,quantum_metronome,T1,common,7974,202,0.025332330072736393
henerprise,standard,4,tachyon_deflector,T1,common,7974,274,0.03436167544519689
henerprise,standard,4,tachyon_deflector,T2,common,7974,23,0.0028843742162026585
henerprise,standard,4,titanium_actuator,T1,common,7974,193,0.02420366190117883
henerprise,standard,4,titanium_actuator,T2,common,7974,107,0.013418610484073237
henerprise,standard,4,titanium_actuator,T3,common,7974,2,0.00025081514923501377
henerprise,standard,4,titanium_actuator,T3,rare,7974,1,0.00012540757461750688
henerprise,standard,4,vial_martian_dust,T3,common,7974,120,0.015048908954100828
henerprise,standard,4,vial_martian_dust,T3,epic,7974,3,0.0003762227238525207
henerprise,standard,4,vial_martian_dust,T2,rare,7974,8,0.001003260596940055
henerprise,standard,4,vial_martian_dust,T2,common,7974,58,0.0072736393278154
henerprise,standard,4,life_stone_fragment,T1,common,7974,48,0.006019563581640331
henerprise,standard,4,neodymium_medallion,T2,common,7974,80,0.010032605969400551
henerprise,standard,4,neodymium_medallion,T2,rare,7974,5,0.0006270378730875344
henerprise,standard,4,neodymium_medallion,T3,common,7974,188,0.023576624028091298
henerprise,standard,4,neodymium_medallion,T4,common,7974,22,0.0027589666415851516
henerprise,standard,4,neodymium_medallion,T4,epic,7974,1,0.00012540757461750688
henerprise,standard,4,interstellar_compass,T2,common,7974,162,0.020316027088036117
henerprise,standard,4,interstellar_compass,T1,common,7974,72,0.009029345372460496
henerprise,standard,4,interstellar_compass,T3,common,7974,58,0.0072736393278154
henerprise,standard,4,interstellar_compass,T3,rare,7974,12,0.0015048908954100827
henerprise,standard,4,terra_stone_fragment,T1,common,7974,36,0.004514672686230248
henerprise,standard,4,clarity_stone_fragment,T1,common,7974,203,0.0254577376473539
henerprise,standard,4,prophecy_stone_fragment,T1,common,7974,239,0.029972410333584148
henerprise,standard,4,dilithium_stone_fragment,T1,common,7974,42,0.005267118133935289
henerprise,standard,7,life_stone,T1,common,16251,56,0.003445941788197649
henerprise,standard,7,life_stone,T2,common,16251,15,0.0009230201218386561
henerprise,standard,7,soul_stone,T1,common,16251,51,0.0031382684142514305
henerprise,standard,7,soul_stone,T2,common,16251,14,0.0008614854470494123
henerprise,standard,7,lunar_stone,T2,common,16251,73,0.004492031259614793
henerprise,standard,7,lunar_totem,T4,common,16251,218,0.013414559104055136
henerprise,standard,7,lunar_totem,T4,rare,16251,6,0.00036920804873546244
henerprise,standard,7,lunar_totem,T4,epic,16251,2,0.00012306934957848748
henerprise,standard,7,lunar_totem,T3,common,16251,184,0.011322380161220847
henerprise,standard,7,lunar_totem,T3,rare,16251,7,0.00043074272352470615
henerprise,standard,7,puzzle_cube,T3,rare,16251,45,0.0027690603655159685
henerprise,standard,7,puzzle_cube,T3,common,16251,357,0.021967878899760016
henerprise,standard,7,puzzle_cube,T4,common,16251,3,0.00018460402436773122
henerprise,standard,7,shell_stone,T2,common,16251,87,0.0053535167066642055
henerprise,standard,7,terra_stone,T2,common,16251,60,0.0036920804873546245
henerprise,standard,7,terra_stone,T1,common,16251,44,0.0027075256907267246
henerprise,standard,7,the_chalice,T3,common,16251,197,0.012122330933481017
henerprise,standard,7,the_chalice,T3,rare,16251,25,0.0015383668697310936
henerprise,standard,7,the_chalice,T3,epic,16251,5,0.00030767337394621867
henerprise,standard,7,the_chalice,T2,common,16251,268,0.016491292843517323
henerprise,standard,7,the_chalice,T2,epic,16251,9,0.0005538120731031936
henerprise,standard,7,the_chalice,T1,common,16251,203,0.012491538982216478
henerprise,standard,7,beak_of_midas,T2,common,16251,221,0.013599163128422867
henerprise,standard,7,beak_of_midas,T3,common,16251,274,0.016860500892252786
henerprise,standard,7,beak_of_midas,T3,rare,16251,33,0.0020306442680450435
henerprise,standard,7,beak_of_midas,T4,common,16251,3,0.00018460402436773122
henerprise,standard,7,book_of_basan,T1,common,16251,248,0.015260599347732447
henerprise,standard,7,book_of_basan,T2,common,16251,8,0.0004922773983139499
henerprise,standard,7,clarity_stone,T1,common,16251,42,0.002584456341148237
henerprise,standard,7,mercurys_lens,T2,common,16251,235,0.014460648575472279
henerprise,standard,7,mercurys_lens,T2,rare,16251,28,0.0017229708940988246
henerprise,standard,7,mercurys_lens,T3,common,16251,212,0.013045351055319673
henerprise,standard,7,mercurys_lens,T3,rare,16251,25,0.0015383668697310936
henerprise,standard,7,ornate_gusset,T3,common,16251,203,0.012491538982216478
henerprise,standard,7,ornate_gusset,T3,rare,16251,33,0.0020306442680450435
henerprise,standard,7,ornate_gusset,T2,common,16251,214,0.01316842040489816
henerprise,standard,7,ornate_gusset,T2,epic,16251,3,0.00018460402436773122
henerprise,standard,7,quantum_stone,T2,common,16251,75,0.0046151006091932805
henerprise,standard,7,quantum_stone,T1,common,16251,45,0.0027690603655159685
henerprise,standard,7,tachyon_stone,T2,common,16251,86,0.005291982031874962
henerprise,standard,7,tungsten_ankh,T3,common,16251,270,0.01661436219309581
henerprise,standard,7,tungsten_ankh,T3,rare,16251,31,0.0019075749184665558
henerprise,standard,7,tungsten_ankh,T2,common,16251,154,0.009476339917543536
henerprise,standard,7,tungsten_ankh,T2,rare,16251,7,0.00043074272352470615
henerprise,standard,7,gold_meteorite,T2,common,16251,1638,0.10079379730478125
henerprise,standard,7,prophecy_stone,T1,common,16251,16,0.0009845547966278998
henerprise,standard,7,solar_titanium,T2,common,16251,936,0.05759645560273214
henerprise,standard,7,tau_ceti_geode,T2,common,16251,575,0.03538243800381515
henerprise,standard,7,aurelian_brooch,T3,common,16251,356,0.021906344224970772
henerprise,standard,7,aurelian_brooch,T3,rare,16251,34,0.0020921789428342873
henerprise,standard,7,aurelian_brooch,T3,epic,16251,8,0.0004922773983139499
henerprise,standard,7,aurelian_brooch,T4,common,16251,48,0.0029536643898836995
henerprise,standard,7,dilithium_stone,T2,common,16251,4,0.00024613869915697496
henerprise,standard,7,dilithium_stone,T1,common,16251,90,0.005538120731031937
henerprise,standard,7,phoenix_feather,T2,common,16251,391,0.024060057842594303
henerprise,standard,7,phoenix_feather,T1,common,16251,335,0.020614116054396652
henerprise,standard,7,phoenix_feather,T3,common,16251,69,0.0042458925604578176
henerprise,standard,7,phoenix_feather,T3,rare,16251,10,0.0006153467478924373
henerprise,standard,7,carved_rainstick,T2,common,16251,318,0.01956802658297951
henerprise,standard,7,carved_rainstick,T1,common,16251,121,0.007445695649498493
henerprise,standard,7,carved_rainstick,T3,common,16251,113,0.006953418251184542
henerprise,standard,7,ship_in_a_bottle,T1,common,16251,557,0.03427481385760876
henerprise,standard,7,ship_in_a_bottle,T2,common,16251,142,0.00873792382007261
henerprise,standard,7,demeters_necklace,T3,common,16251,255,0.015691342071257153
henerprise,standard,7,demeters_necklace,T3,rare,16251,20,0.0012306934957848747
henerprise,standard,7,demeters_necklace,T3,epic,16251,3,0.00018460402436773122
